gene_set	p-value	q-value	enrich_description
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN	0.006125851805332573	0.023811550611697745	(17776, 158, 130, 5, 'F5;IL3;CDK6;TOMM40;PINX1')
GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP	0.006125851805332573	0.023811550611697745	(17776, 158, 130, 5, 'UBA7;IRF1;FANCA;PML;MTHFR')
GSE21927_UNTREATED_VS_GMCSF_GCSF_TREATED_BONE_MARROW_UP	0.006125851805332573	0.023811550611697745	(17776, 158, 130, 5, 'ADCY3;ANAPC4;JAZF1;FAM167A;SOX7')
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.006139046055377889	0.023811550611697745	(17776, 158, 42, 3, 'F5;SERPINA1;PLG')
GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN	0.006125851805332573	0.023811550611697745	(17776, 158, 130, 5, 'PHB;SETD8;HIRIP3;PIGU;PSMA4')
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_QTL_CIS	0.006146938925729291	0.023811550611697745	(17776, 158, 82, 4, 'CCND2;F5;MTMR9;PITX2')
GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_UP	0.006125851805332573	0.023811550611697745	(17776, 158, 130, 5, 'CRHR1;RBM5;EFR3B;KIAA1199;TLR6')
GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_UP	0.006125851805332573	0.023811550611697745	(17776, 158, 130, 5, 'PLEKHM1;ALDH2;LIMA1;FOXO3;STAT6')
GSE45365_NK_CELL_VS_CD8A_DC_UP	0.006125851805332573	0.023811550611697745	(17776, 158, 130, 5, 'CORO1A;NT5C2;PHTF1;CENPW;GPX1')
BROWNE_HCMV_INFECTION_12HR_UP	0.006146938925729291	0.023811550611697745	(17776, 158, 82, 4, 'FEN1;LDLR;PML;PITX2')
SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION	0.006139046055377889	0.023811550611697745	(17776, 158, 42, 3, 'IL1RL1;ATP1B1;IRF1')
TCANNTGAY_SREBP1_01	0.0061388239010976755	0.023811550611697745	(17776, 158, 306, 8, 'PMEL;WNT3;FEN1;ACP2;RAB5B;IGF2R;CLN3;CSF2')
JAZAG_TGFB1_SIGNALING_VIA_SMAD4_UP	0.006146938925729291	0.023811550611697745	(17776, 158, 82, 4, 'TP53;LSP1;ATP2A1;GATA4')
AMUNDSON_POOR_SURVIVAL_AFTER_GAMMA_RADIATION_8G	0.006146938925729291	0.023811550611697745	(17776, 158, 82, 4, 'CDK6;FAM114A1;CORO1A;DAG1')
WAKASUGI_HAVE_ZNF143_BINDING_SITES	0.006139046055377889	0.023811550611697745	(17776, 158, 42, 3, 'TP53;NEIL2;FEN1')
GSE25088_CTRL_VS_IL4_STIM_STAT6_KO_MACROPHAGE_DN	0.006125851805332573	0.023811550611697745	(17776, 158, 130, 5, 'FES;CELSR2;NUPR1;MON1A;IL5')
GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_UP	0.006125851805332573	0.023811550611697745	(17776, 158, 130, 5, 'BANK1;CD19;TCF4;IRF4;BLK')
ZHENG_GLIOBLASTOMA_PLASTICITY_UP	0.006099494705757426	0.023811550611697745	(17776, 158, 184, 6, 'FEN1;CADM2;NUPR1;CCND2;GPD1;CDKN2A')
BOYLAN_MULTIPLE_MYELOMA_C_D_DN	0.006099494705757426	0.023811550611697745	(17776, 158, 184, 6, 'CEP250;IL18R1;IL18RAP;IL1RL1;DCLRE1B;CCND2;P4HA2;PTPN22')
GSE37301_LYMPHOID_PRIMED_MPP_VS_GRAN_MONO_PROGENITOR_DN	0.006125851805332573	0.023811550611697745	(17776, 158, 130, 5, 'MPHOSPH9;SEPT9;ERP29;ZBTB38;TCTA')
PID_PI3KCI_PATHWAY	0.006139046055377889	0.023811550611697745	(17776, 158, 42, 3, 'RHOA;BLK;FOXO3')
GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_DN	0.006125851805332573	0.023811550611697745	(17776, 158, 130, 5, 'RBM6;DLEU1;FEN1;WDR36;EIF2B4')
GSE29618_MONOCYTE_VS_MDC_DN	0.006125851805332573	0.023811550611697745	(17776, 158, 130, 5, 'BANK1;IL18R1;CCND2;PPM1G;IRF4')
PKCA_DN.V1_DN	0.006125851805332573	0.023811550611697745	(17776, 158, 130, 5, 'ABO;MC1R;CD19;SUOX;APOC1')
ARNT_01	0.006099494705757426	0.023811550611697745	(17776, 158, 184, 6, 'SPATA2L;CLN3;HOXA11;GATA4;MTCH2;TRIM27')
CAHOY_NEURONAL	0.006146938925729291	0.023811550611697745	(17776, 158, 82, 4, 'PRDM8;CAMKV;NSF;CELF4')
GSE7460_CTRL_VS_FOXP3_OVEREXPR_TCONV_1_UP	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'RP1;HMGCR;GATA4;MAD1L1;KBTBD4')
GSE28408_LY6G_POS_VS_NEG_DC_DN	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'IRF1;IL18R1;FDFT1;PSMA4;LDLR')
GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDC_DN	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'UBA7;RBM6;TCF7L2;SMARCE1;CCDC101')
GSE32034_UNTREATED_VS_ROSIGLIZATONE_TREATED_LY6C_HIGH_MONOCYTE_DN	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'HOXA13;PPA2;APOE;RPL6;TRIM27')
CSR_LATE_UP.V1_DN	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'FADS2;HMGCR;FADS1;FDFT1;LDLR')
GSE10325_BCELL_VS_MYELOID_UP	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'BANK1;BACH2;CCR7;CD19;RPL6')
GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_DN	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'ZNF629;SEPT9;CCR7;SUOX;GTF3C2')
GSE27786_LIN_NEG_VS_NKTCELL_UP	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'ERBB3;BCL7C;DEF8;FADS1;PPM1G')
GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_DN	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'IL18R1;IL18RAP;PTPRJ;ATXN2L;PTPN22')
GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_2H_UP	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'IKZF3;ATP1B1;SBNO1;APOC1;CHRNA3')
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_RAG2_KO_NK_CELL_DN	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'IL18R1;IL18RAP;IL1RL1;CDK6;FDFT1;HEXIM1')
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'TCHHL1;FNDC4;CHRNA5;BCAM;MYL2')
GSE17721_LPS_VS_GARDIQUIMOD_0.5H_BMDC_UP	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'ATP1B1;PAM;SURF4;PLG;TLR1')
GSE32423_IL7_VS_IL7_IL4_MEMORY_CD8_TCELL_DN	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'UBA7;SETD1A;IRF4;PINX1;INO80E')
GSE29164_DAY3_VS_DAY7_CD8_TCELL_TREATED_MELANOMA_DN	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'TNRC6A;TOMM6;TOMM40;ATXN2L;PTPRJ')
GSE18148_CBFB_KO_VS_WT_TREG_UP	0.006324268162359196	0.024361372952802315	(17776, 158, 131, 5, 'KCTD13;SEMA3F;SLC22A4;FLG;MFHAS1')
REACTOME_CELL_CYCLE_CHECKPOINTS	0.006414318334266442	0.024665114460641176	(17776, 158, 83, 4, 'PSMA4;MAD1L1;TP53;ANAPC4')
LI_INDUCED_T_TO_NATURAL_KILLER_DN	0.006414318334266442	0.024665114460641176	(17776, 158, 83, 4, 'PITPNM2;SBK1;ALDH2;PDLIM4')
EN1_01	0.006414318334266442	0.024665114460641176	(17776, 158, 83, 4, 'TCF4;NPR3;EFEMP1;HOXA11')
HALLMARK_BILE_ACID_METABOLISM	0.006414318334266442	0.024665114460641176	(17776, 158, 83, 4, 'FADS2;ABCG8;FADS1;NPC1')
PDGF_UP.V1_DN	0.006414318334266442	0.024665114460641176	(17776, 158, 83, 4, 'MAPK3;MC1R;BCL3;TRAIP')
CDC5_01	0.00642105542863825	0.024665184316565416	(17776, 158, 186, 6, 'BACH2;FES;CHRNA5;HOXA11;MYL2;RREB1')
ATF4_Q2	0.00642105542863825	0.024665184316565416	(17776, 158, 186, 6, 'LPP;THADA;FAM167A;PITX2;BSN;ALDOA')
MEF2_Q6_01	0.00642105542863825	0.024665184316565416	(17776, 158, 186, 6, 'SIX1;MYL2;JAZF1;GATA4;RERE;ALDOA')
GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDC_UP	0.006527158691565144	0.024976927960461057	(17776, 158, 132, 5, 'SIX1;LSP1;SLC38A3;CCR7;FNBP4')
GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY7_DN	0.006527158691565144	0.024976927960461057	(17776, 158, 132, 5, 'LRP1;PML;APOBR;APOE;MFHAS1')
GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_DN	0.006527158691565144	0.024976927960461057	(17776, 158, 132, 5, 'RBM6;ALDH2;BACH2;RERE;TRAFD1')
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_DN	0.006527158691565144	0.024976927960461057	(17776, 158, 132, 5, 'FEN1;PAM;HIRIP3;NUP160;OGFOD2')
GSE8621_UNSTIM_VS_LPS_PRIMED_UNSTIM_MACROPHAGE_UP	0.006527158691565144	0.024976927960461057	(17776, 158, 132, 5, 'UBA7;AKTIP;TCF4;DAG1;FAM114A1')
GSE4984_LPS_VS_VEHICLE_CTRL_TREATED_DC_UP	0.006527158691565144	0.024976927960461057	(17776, 158, 132, 5, 'BACH2;IGF2R;PITPNM2;IRF4;SGK223')
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_BCELL_DN	0.006527158691565144	0.024976927960461057	(17776, 158, 132, 5, 'BANK1;CD19;TCF4;DEF8;BLK')
GSE22935_WT_VS_MYD88_KO_MACROPHAGE_48H_MBOVIS_BCG_STIM_DN	0.006527158691565144	0.024976927960461057	(17776, 158, 132, 5, 'CDK6;MAPK3;C18orf8;IL1RL2;GPX1')
GSE21927_UNTREATED_VS_GMCSF_IL6_TREATED_BONE_MARROW_UP	0.006527158691565144	0.024976927960461057	(17776, 158, 132, 5, 'INO80;HOXA13;SLC38A3;PPM1G;MTCH2')
ESC_J1_UP_LATE.V1_DN	0.006527158691565144	0.024976927960461057	(17776, 158, 132, 5, 'PHB;CORO1A;DOC2A;BCL3;RASIP1;TRAIP')
GSE4811_CLASSSICALY_ACTIVATED_VS_TYPE_2_ACTIVATED_MACROPHAGE_DN	0.006527158691565144	0.024976927960461057	(17776, 158, 132, 5, 'PITX2;SLC38A3;ACAD10;ABCG5;DBNDD1')
BROWNE_HCMV_INFECTION_10HR_DN	0.006556988399106666	0.025073650430333928	(17776, 158, 43, 3, 'HOXA11;TCF7L2;BLK')
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.006556988399106666	0.025073650430333928	(17776, 158, 43, 3, 'TP53;TOMM40;GPX1')
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.006661665995040192	0.025403368283718017	(17776, 158, 14, 2, 'SLC38A3;ATP1B1')
SA_PTEN_PATHWAY	0.006661665995040192	0.025403368283718017	(17776, 158, 14, 2, 'MAPK3;RBL2')
PID_THROMBIN_PAR4_PATHWAY	0.006661665995040192	0.025403368283718017	(17776, 158, 14, 2, 'RHOA;MYL2')
GUENTHER_GROWTH_SPHERICAL_VS_ADHERENT_UP	0.006661665995040192	0.025403368283718017	(17776, 158, 14, 2, 'CELSR2;CCND2')
PID_HIF1A_PATHWAY	0.006661665995040192	0.025403368283718017	(17776, 158, 14, 2, 'TP53;CDKN2A')
MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_DN	0.006661665995040192	0.025403368283718017	(17776, 158, 14, 2, 'PTPN22;SURF4')
ABDELMOHSEN_ELAVL4_TARGETS	0.006661665995040192	0.025403368283718017	(17776, 158, 14, 2, 'RHOA;SETD8')
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_DN	0.006661665995040192	0.025403368283718017	(17776, 158, 14, 2, 'CCDC101;NUPR1;RERE')
GSE21670_TGFB_VS_IL6_TREATED_CD4_TCELL_DN	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'CNNM2;CEP250;RSPO3;GATA4;PSMA4')
GSE6259_DEC205_POS_DC_VS_CD4_TCELL_DN	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'REXO4;TUFM;IP6K1;PPM1G;EXOC2')
GSE6269_STAPH_AUREUS_VS_STREP_PNEUMO_INF_PBMC_UP	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'ADCY3;ATP1B1;SPATA2L;TOMM40;RERE')
XBP1_01	0.0066893093792495355	0.02540865743569224	(17776, 158, 84, 4, 'TCF4;ITCH;HOXA11;TRPC4AP')
GSE22432_MULTIPOTENT_PROGENITOR_VS_PDC_DN	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'GAS8;CLPTM1L;XKR6;IL1RL2;PPM1G')
GSE38697_LIGHT_ZONE_VS_DARK_ZONE_BCELL_UP	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'LPP;MAGI3;PTCH1;ARHGAP27;TLR1')
GSE25087_FETAL_VS_ADULT_TREG_UP	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'CDKN2B;FEN1;MAN2A2;CCND2;FURIN;RHOA')
PIGF_UP.V1_DN	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'ADH1B;BCAM;APOC1;GATA4;TAOK2')
GSE29618_BCELL_VS_MONOCYTE_UP	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'BANK1;BACH2;CCR7;CD19;TCF4')
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY5_UP	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'FADS2;MSRA;TCF4;SH2B3;FADS1')
PRC1_BMI_UP.V1_UP	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'CDK6;CCND2;SLC19A2;IL5;DPEP1')
GSE19825_NAIVE_VS_IL2RAHIGH_DAY3_EFF_CD8_TCELL_DN	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'MPHOSPH9;TMEM219;IL1RL2;SLC19A2;AP4B1')
PID_CXCR4_PATHWAY	0.0066893093792495355	0.02540865743569224	(17776, 158, 84, 4, 'RHOA;ITCH;BLK;PTPN11')
GSE14699_NAIVE_VS_ACT_CD8_TCELL_DN	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'CCR7;MSL3P1;CCND2;RREB1;TLR1')
GSE5099_MONOCYTE_VS_ALTERNATIVE_M2_MACROPHAGE_DN	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'CLPTM1L;MAGI3;CLN3;C5orf56;SIX6')
GSE42088_UNINF_VS_LEISHMANIA_INF_DC_8H_UP	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'HMGA2;ACP2;LIMA1;NR1H3;PPA2;NHLRC2')
GSE35543_IN_VITRO_ITREG_VS_CONVERTED_EX_ITREG_DN	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'NICN1;IKZF3;HOXA11;ABCG5;GPD1;TCTA')
GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_UP	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'KCTD13;SLC22A2;EIF2B4;THADA;SLC19A2')
GSE3982_MEMORY_CD4_TCELL_VS_TH1_DN	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'BCL3;IRF4;FES;CSF2;LDLR')
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_6H_CD4_TCELL_DN	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'IRF4;PAM;ZNF259;GMPPB;IL3')
GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'FES;HMGCR;SUOX;DEF8;PKN2')
GSE18804_SPLEEN_MACROPHAGE_VS_BRAIN_TUMORAL_MACROPHAGE_DN	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'SULT1A2;PAM;ZNF276;SULT1A1;DEF8;EFEMP1;RBL2')
GSE46242_CTRL_VS_EGR2_DELETED_TH1_CD4_TCELL_DN	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'PHACTR1;HHIP;SLC22A2;APOC1;DBNDD1')
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_UP	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'IL18R1;SLC22A5;KIAA1199;P4HA2;HNF1B')
GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_MCMV_INFECTION_UP	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'IGF2R;IL27;PTCH1;HOXA11;TCHH')
GSE17322_CD103_POS_VS_CD11B_HIGH_LUNG_DC_UP	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'ATP1B1;LSP1;TET2;BCL7C;TLR10')
GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'REXO4;MSRA;ZNF259;FTO;MFHAS1')
GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_AND_IL10_STIM_MACROPHAGE_DN	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'MPHOSPH9;MAGI3;HMGCR;IL18RAP;PTPN11')
TCCCRNNRTGC_UNKNOWN	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'RBM6;EIF2B4;MON1A;NOS3;RHOA;BSN;TCTA')
GSE12505_WT_VS_E2_2_HET_PDC_UP	0.0066893093792495355	0.02540865743569224	(17776, 158, 84, 4, 'SMAD3;ADRB1;RNF123;PLEKHM1')
GSE46242_CTRL_VS_EGR2_DELETED_ANERGIC_TH1_CD4_TCELL_UP	0.00673457468943845	0.02540865743569224	(17776, 158, 133, 5, 'SEPT9;STAT6;DAG1;SGK223;ALDOA')
STAT6_01	0.006754781833332875	0.02547616860633389	(17776, 158, 188, 6, 'NPR3;CADM2;TCF4;SH2B3;LRP5;CELF4')
IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR	0.0067884532797315615	0.025594397798590785	(17776, 158, 378, 9, 'WNT4;CLPTM1L;SLC22A4;BCL2L15;IL1RL1;APEH;ERI1;RHOA;TLR1')
AAGCACA_MIR218	0.006872131368424486	0.025901020794133766	(17776, 158, 312, 8, 'ATP1B1;CADM2;ATXN2;FAM109A;WNT2B;L3MBTL3;DBNDD1;LCORL')
GSE24634_NAIVE_CD4_TCELL_VS_DAY5_IL4_CONV_TREG_DN	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'PHB;PPA2;CYB5B;ITCH;P4HA2')
GSE557_WT_VS_I_AB_KO_DC_DN	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'TRA2B;FADS1;ERI1;FDFT1;CDKN2A')
GSE22611_NOD2_VS_CTRL_TRANSDUCED_HEK293T_CELL_UP	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'PHACTR1;RBM6;CYB5B;AMT;FAM114A1')
GSE22935_UNSTIM_VS_12H_MBOVIS_BCG_STIM_MACROPHAGE_DN	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'NT5C2;NR1H3;JMJD1C;CMIP;GPX1')
KEGG_ENDOCYTOSIS	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'ERBB3;RAB5B;ADRB1;ITCH;LDLR')
GSE3982_NKCELL_VS_TH1_UP	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'ZNF629;LPP;APOB;CELSR2;NPR3')
GSE6875_WT_VS_FOXP3_KO_TREG_UP	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'C11orf30;LSP1;CCR7;RHOA;SBK1')
GSE22886_NAIVE_TCELL_VS_DC_UP	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'CCR7;RBL2;CCDC101;RPL6;KBTBD4')
GSE17301_CTRL_VS_48H_ACD3_ACD28_STIM_CD8_TCELL_UP	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'TP53;HMGCR;PITX2;RPL6;PTPN22')
POU3F2_02	0.006926287234000585	0.025977094861816114	(17776, 158, 189, 6, 'OR2W1;SIX1;CADM2;RP1;PTCH1;RREB1')
GSE3039_CD4_TCELL_VS_B1_BCELL_DN	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'ACP2;ADRB1;FURIN;RHOA;C8orf74')
GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA2_STIM_CD8_TCELL_DN	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'FADS2;ATP2A1;TRAIP;DCLRE1B;TOMM40')
GSE27786_NKCELL_VS_MONO_MAC_UP	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'NME7;LACE1;CDK10;PSMA4;BLK')
GSE5679_RARA_AGONIST_AM580_VS_AM580_AND_ROSIGLITAZONE_TREATED_DC_UP	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'LPP;NT5C2;JAZF1;MTCH2;PTPN11')
GSE17721_4_VS_24H_GARDIQUIMOD_BMDC_DN	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'TNRC6A;FOXO3;STAT6;RREB1;RHOA')
GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_UP	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'TNKS;SBNO1;CCR7;FNBP4;RREB1')
GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'UBA7;JMJD1C;SULT1A1;NSF;MAD1L1')
GSE7348_UNSTIM_VS_LPS_STIM_MACROPHAGE_DN	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'IRF1;PAM;IL27;NUPR1;RSBN1;PTPRJ')
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_TREATED_DN	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'TMEM116;MST1R;SEMA3F;HOXA13;CDK6')
GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_DN	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'NME7;NT5C2;KAT8;SGK223;KBTBD4')
VILLANUEVA_LIVER_CANCER_KRT19_UP	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'NCAPG;DCLRE1B;NCOA6;USP4;MAP3K4')
GSE20727_CTRL_VS_DNFB_ALLERGEN_TREATED_DC_UP	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'ERBB3;LSP1;FURIN;IRF4;MAD1L1')
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP	0.006946567181335555	0.025977094861816114	(17776, 158, 134, 5, 'TSLP;ATP1B1;ADRB1;NFAT5;C5orf56')
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.006972002403370501	0.0260545172949845	(17776, 158, 85, 4, 'MAPK3;ADCY3;FGF5;FOXO3')
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP	0.006972002403370501	0.0260545172949845	(17776, 158, 85, 4, 'HMGA2;IL1RL1;DPEP1;LSP1')
TANG_SENESCENCE_TP53_TARGETS_DN	0.00699148618815578	0.02610960915230912	(17776, 158, 44, 3, 'NCAPG;ADH1B;TCF4')
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP	0.00699148618815578	0.02610960915230912	(17776, 158, 44, 3, 'HMGA2;NUPR1;SERPINA1')
GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDC_UP	0.007163186910331993	0.026490321505536013	(17776, 158, 135, 5, 'IL33;GATA4;PSMA4;KIAA1199;NRBP1')
GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_MAC_UP	0.007163186910331993	0.026490321505536013	(17776, 158, 135, 5, 'ADCY3;ERP29;GTF2B;FNBP4;BRAP')
GSE20152_SPHK1_KO_VS_HTNFA_OVEREXPRESS_ANKLE_DN	0.007163186910331993	0.026490321505536013	(17776, 158, 135, 5, 'CORO1A;REXO4;TP53;RSBN1;PTPRJ')
GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_UP	0.007163186910331993	0.026490321505536013	(17776, 158, 135, 5, 'SIX1;ACSL6;MYL2;CSF2;GATA4;IL3')
GSE17721_CTRL_VS_POLYIC_24H_BMDC_UP	0.007163186910331993	0.026490321505536013	(17776, 158, 135, 5, 'BACH2;GTF2B;DAG1;RPL6;ALDOA')
GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_2H_DN	0.007163186910331993	0.026490321505536013	(17776, 158, 135, 5, 'LSP1;SLC22A5;SUOX;RERE;CUX2')
GSE11057_CD4_EFF_MEM_VS_PBMC_UP	0.007163186910331993	0.026490321505536013	(17776, 158, 135, 5, 'TMEM116;SLC39A8;CCND2;PINX1;MFHAS1')
GENTILE_UV_HIGH_DOSE_DN	0.00710318761582464	0.026490321505536013	(17776, 158, 250, 7, 'HMGA2;FEN1;RBM5;SMAD3;GTF2B;FGF5;NUPR1')
GSE21063_3H_VS_16H_ANTI_IGM_STIM_NFATC1_KOBCELL_DN	0.007163186910331993	0.026490321505536013	(17776, 158, 135, 5, 'FEN1;HIRIP3;AAGAB;UHRF2;SIX6')
GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_DN	0.007163186910331993	0.026490321505536013	(17776, 158, 135, 5, 'FEN1;DNAJC27;CYB5B;BCKDK;MFHAS1')
GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP	0.007163186910331993	0.026490321505536013	(17776, 158, 135, 5, 'TSLP;F5;LIMA1;IL1RL2;SLC9A3R2')
GSE8515_IL1_VS_IL6_4H_STIM_MAC_DN	0.007163186910331993	0.026490321505536013	(17776, 158, 135, 5, 'ADAMTS13;MAPT;CCDC121;TRIM27;NPC1')
AP1_Q6_01	0.007100930030176571	0.026490321505536013	(17776, 158, 190, 6, 'LPP;TNRC6A;MAPK3;HOXA11;APOBR;GPX1;ALDOA')
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	0.007163186910331993	0.026490321505536013	(17776, 158, 135, 5, 'UBA7;CCND2;RBL2;APOBR;TLR6')
