pathway	n_phen	n_clust	enrich_un_n2	un_n2_erich
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	35	6	5	3
IGLESIAS_E2F_TARGETS_UP	35	12	5	3
PASINI_SUZ12_TARGETS_UP	34	12	6	3
GSE9960_HEALTHY_VS_SEPSIS_PBMC_DN	35	11	5	2
GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_2H_DN	32	9	4	2
CLIMENT_BREAST_CANCER_COPY_NUMBER_UP	19	10	4	2
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN	25	7	3	2
GSE17721_0.5H_VS_8H_GARDIQUIMOD_BMDC_DN	47	11	5	3
BENPORATH_OCT4_TARGETS	62	21	9	3
WNT_SIGNALING	42	13	6	4
GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP	41	15	6	3
GSE7509_FCGRIIB_VS_TNFA_IL1B_IL6_PGE_STIM_DC_UP	37	10	4	2
GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_UP	28	9	3	2
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	38	7	5	3
STAT1_01	28	5	2	2
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	28	7	3	2
POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_DN	35	10	5	3
GSE12001_MIR223_KO_VS_WT_NEUTROPHIL_UP	38	8	4	2
SMIRNOV_RESPONSE_TO_IR_6HR_UP	44	10	4	2
GSE6259_DEC205_POS_DC_VS_BCELL_DN	29	10	3	2
OZEN_MIR125B1_TARGETS	20	6	2	3
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	24	10	5	2
HOQUE_METHYLATED_IN_CANCER	48	14	8	4
MASSARWEH_RESPONSE_TO_ESTRADIOL	28	10	2	2
HALLMARK_APOPTOSIS	46	12	7	3
GSE42724_NAIVE_BCELL_VS_PLASMABLAST_UP	36	12	4	2
GSE27786_LSK_VS_MONO_MAC_UP	33	10	4	2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_10	29	6	2	2
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	30	6	3	2
GSE1925_CTRL_VS_3H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_UP	40	8	3	2
AFFAR_YY1_TARGETS_DN	51	15	9	4
AAACCAC_MIR140	53	19	8	3
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_UP	32	8	3	2
GSE32901_TH17_EMRICHED_VS_TH17_NEG_CD4_TCELL_UP	35	12	5	2
GSE4984_UNTREATED_VS_LPS_TREATED_DC_DN	39	9	5	3
GSE26030_TH1_VS_TH17_RESTIMULATED_DAY5_POST_POLARIZATION_UP	44	10	4	3
CHUANG_OXIDATIVE_STRESS_RESPONSE_UP	28	5	2	2
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	29	6	3	2
BRUINS_UVC_RESPONSE_EARLY_LATE	52	17	8	4
OUILLETTE_CLL_13Q14_DELETION_DN	34	7	3	2
MISSIAGLIA_REGULATED_BY_METHYLATION_UP	42	11	6	3
GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP	39	13	7	2
ONDER_CDH1_TARGETS_1_DN	39	13	8	4
GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN	34	12	5	2
GSE9601_UNTREATED_VS_NFKB_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_UP	42	12	5	2
GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP	45	12	5	2
GSE25146_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_AGS_CELL_UP	30	8	3	2
DIRMEIER_LMP1_RESPONSE_EARLY	27	10	5	2
GSE21380_TFH_VS_GERMINAL_CENTER_TFH_CD4_TCELL_DN	40	10	6	3
AP2REP_01	55	20	9	3
PRC2_SUZ12_UP.V1_UP	32	9	3	2
GSE9037_WT_VS_IRAK4_KO_LPS_1H_STIM_BMDM_DN	40	9	4	2
CHO_NR4A1_TARGETS	9	5	2	0
GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_DN	33	12	5	3
GSE22886_IL2_VS_IL15_STIM_NKCELL_DN	43	8	4	2
ZEILSTRA_CD44_TARGETS_UP	11	4	2	1
chr17q	24	5	2	2
GSE25846_IL10_POS_VS_NEG_CD8_TCELL_DAY7_POST_CORONAVIRUS_BRAIN_DN	36	8	5	2
GSE26928_EFF_MEM_VS_CENTR_MEM_CD4_TCELL_DN	25	10	4	2
GOERING_BLOOD_HDL_CHOLESTEROL_QTL_CIS	23	6	3	2
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1	58	17	8	5
GSE3982_MEMORY_CD4_TCELL_VS_BCELL_DN	30	11	5	2
GSE2706_R848_VS_LPS_2H_STIM_DC_DN	29	8	3	3
TENEDINI_MEGAKARYOCYTE_MARKERS	43	11	4	3
PID_P53_REGULATION_PATHWAY	31	7	3	3
GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_DN	42	15	8	3
GSE17721_LPS_VS_GARDIQUIMOD_0.5H_BMDC_UP	40	14	8	3
GSE14415_NATURAL_TREG_VS_TCONV_DN	39	9	3	2
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_3H_UP	40	11	4	2
GSE13306_TREG_RA_VS_TCONV_RA_DN	42	9	4	3
FARDIN_HYPOXIA_11	35	10	3	3
WILLIAMS_ESR2_TARGETS_UP	23	5	3	2
ATGCTGG_MIR338	44	16	6	4
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN	27	9	4	3
GSE21927_UNTREATED_VS_GMCSF_IL6_TREATED_BONE_MARROW_UP	50	16	6	3
MIKKELSEN_MCV6_ICP_WITH_H3K27ME3	31	8	4	3
GSE26351_WNT_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_UP	30	9	3	2
GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_DN	37	11	6	2
GSE3982_MAC_VS_CENT_MEMORY_CD4_TCELL_UP	38	12	5	2
GSE29618_PDC_VS_MDC_UP	37	12	6	2
GSE19941_UNSTIM_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_DN	37	8	3	2
GSE12707_AT16L1_HYPOMORPH_VS_WT_THYMUS_DN	24	8	4	2
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_48H_UP	29	7	4	3
GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_BCELL_DN	46	16	9	5
GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_DN	37	12	5	2
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_DN	56	20	8	5
PID_WNT_SIGNALING_PATHWAY	28	7	3	3
MCBRYAN_PUBERTAL_BREAST_5_6WK_UP	28	10	4	3
THEODOROU_MAMMARY_TUMORIGENESIS	40	14	6	3
CHEBOTAEV_GR_TARGETS_DN	47	19	9	5
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	33	7	4	2
GGGNRMNNYCAT_UNKNOWN	33	10	6	2
WESTON_VEGFA_TARGETS_3HR	33	9	4	2
ZIC3_01	59	19	10	6
GSE14308_TH17_VS_NAIVE_CD4_TCELL_UP	43	12	5	3
GSE13306_RA_VS_UNTREATED_TREG_UP	47	12	6	3
GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_UP	48	12	6	3
GSE8515_IL1_VS_IL6_4H_STIM_MAC_DN	49	15	7	3
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_40H_TSST_ACT_UP	42	11	5	2
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_RAG2_KO_NK_CELL_UP	49	15	6	3
GSE12963_ENV_NEF_VS_ENV_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP	48	12	5	2
ALCALAY_AML_BY_NPM1_LOCALIZATION_DN	32	11	5	2
GSE5542_IFNA_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_DN	45	13	6	4
GSE557_WT_VS_I_AB_KO_DC_UP	46	14	9	5
GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_DN	30	8	3	2
GSE3982_BASOPHIL_VS_NKCELL_UP	46	15	6	4
GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_DN	27	7	2	2
NFY_01	51	13	5	2
KONDO_EZH2_TARGETS	46	16	7	4
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN	42	15	9	4
GSE10240_IL17_VS_IL17_AND_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP	39	10	4	3
GSE29618_MONOCYTE_VS_PDC_DN	48	12	5	2
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_DN	30	10	5	3
GSE32423_IL7_VS_IL7_IL4_NAIVE_CD8_TCELL_UP	52	14	8	3
GSE2706_2H_VS_8H_LPS_STIM_DC_DN	37	13	8	5
GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_UP	37	16	8	3
BCAT.100_UP.V1_DN	29	6	2	2
WESTON_VEGFA_TARGETS_12HR	27	7	4	2
FIGUEROA_AML_METHYLATION_CLUSTER_2_UP	31	8	4	2
MIKKELSEN_DEDIFFERENTIATED_STATE_DN	12	6	3	1
FIRESTEIN_CTNNB1_PATHWAY_AND_PROLIFERATION	22	6	3	2
WONG_ENDOMETRIAL_CANCER_LATE	7	2	1	2
GSE10240_CTRL_VS_IL17_AND_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP	34	11	5	2
GSE23568_ID3_KO_VS_WT_CD8_TCELL_UP	32	12	7	3
GSE20727_CTRL_VS_H2O2_TREATED_DC_UP	35	11	5	4
GSE12366_GC_BCELL_VS_PLASMA_CELL_UP	41	11	6	3
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_UP	53	12	6	2
LIU_COMMON_CANCER_GENES	32	8	4	2
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	43	9	4	4
GSE20715_0H_VS_48H_OZONE_TLR4_KO_LUNG_DN	33	8	4	2
GSE37416_0H_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_UP	45	15	9	4
GSE8621_UNSTIM_VS_LPS_PRIMED_UNSTIM_MACROPHAGE_DN	42	10	6	2
GSE37416_CTRL_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_UP	44	11	4	3
GSE37301_MULTIPOTENT_PROGENITOR_VS_GRAN_MONO_PROGENITOR_UP	31	10	4	2
GSE25088_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP	49	15	5	2
GSE17721_POLYIC_VS_CPG_8H_BMDC_UP	40	10	5	3
GSE11961_UNSTIM_VS_ANTI_IGM_AND_CD40_STIM_6H_FOLLICULAR_BCELL_DN	49	15	9	5
GSE17721_POLYIC_VS_CPG_24H_BMDC_DN	36	11	4	4
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	31	8	3	2
GSE41867_DAY6_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN	37	14	7	2
GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_2H_DN	35	9	4	2
GSE2585_CTEC_VS_MTEC_THYMUS_DN	31	13	4	3
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	30	8	2	2
GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_DN	49	13	8	3
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN	47	12	6	4
GSE41867_NAIVE_VS_DAY6_LCMV_EFFECTOR_CD8_TCELL_UP	42	14	6	3
GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	32	9	4	2
GSE7460_CD8_TCELL_VS_TREG_ACT_UP	49	15	7	3
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP	39	12	5	3
GSE17721_CTRL_VS_CPG_24H_BMDC_UP	44	13	5	2
GSE29949_MICROGLIA_BRAIN_VS_MONOCYTE_BONE_MARROW_DN	36	10	4	3
GSE22282_HYPOXIA_VS_NORMOXIA_MYELOID_DC_DN	47	13	5	2
GSE9946_LISTERIA_INF_MATURE_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_UP	45	13	6	4
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP	30	10	3	2
KRAS.600.LUNG.BREAST_UP.V1_UP	44	18	7	3
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_6H_UP	36	9	4	2
KRAS.PROSTATE_UP.V1_UP	33	8	3	2
GSE37301_LYMPHOID_PRIMED_MPP_VS_GRAN_MONO_PROGENITOR_UP	45	14	7	2
REACTOME_DIABETES_PATHWAYS	34	10	5	3
GSE36078_UNTREATED_VS_AD5_INF_MOUSE_LUNG_DC_DN	44	15	7	3
BASSO_B_LYMPHOCYTE_NETWORK	47	12	5	4
GSE17186_MEMORY_VS_CD21LOW_TRANSITIONAL_BCELL_UP	30	11	3	2
GSE5503_MLN_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_UP	37	14	6	3
GSE13762_CTRL_VS_125_VITAMIND_DAY12_DC_DN	34	11	6	4
GSE8868_SPLEEN_VS_INTESTINE_CD11B_POS_CD11C_NEG_DC_UP	36	11	5	2
GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP	32	8	3	2
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_UP	48	14	5	3
GSE27786_CD4_TCELL_VS_NKCELL_DN	35	10	5	3
GSE5503_LIVER_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN	38	11	6	2
GSE3982_EOSINOPHIL_VS_MAC_DN	44	17	8	3
GSE27786_LIN_NEG_VS_NKCELL_UP	37	10	3	2
GSE30083_SP2_VS_SP4_THYMOCYTE_UP	28	11	4	2
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TREG_DN	47	16	10	4
GSE19374_UNINF_VS_LISTERIA_INFECTED_MACROPHAGE_DN	45	15	6	2
GSE36078_UNTREATED_VS_AD5_INF_IL1R_KO_MOUSE_LUNG_DC_DN	42	12	5	2
CRX_NRL_DN.V1_UP	46	12	5	3
PETRETTO_CARDIAC_HYPERTROPHY	35	9	3	2
PID_P38_ALPHA_BETA_PATHWAY	27	6	2	2
LOPEZ_TRANSLATION_VIA_FN1_SIGNALING	29	8	4	2
MORI_PRE_BI_LYMPHOCYTE_DN	36	12	6	2
BIOCARTA_BCR_PATHWAY	28	6	3	2
LANDIS_BREAST_CANCER_PROGRESSION_DN	25	7	3	3
CAIRO_HEPATOBLASTOMA_DN	47	19	9	3
GSE5455_EX_VIVO_VS_POST_24H_INCUBATION_MONOCYTES_FROM_TUMOR_BEARING_MOUSE_DN	42	14	8	4
GSE42088_UNINF_VS_LEISHMANIA_INF_DC_8H_DN	43	15	5	4
GSE17721_POLYIC_VS_CPG_8H_BMDC_DN	42	9	6	2
GSE25502_WT_VS_KLF13_KO_THYMIC_MEMORY_LIKE_CD8_TCELL_UP	37	10	6	2
GSE27786_NKTCELL_VS_NEUTROPHIL_DN	51	15	6	5
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_UP	36	12	7	2
GSE45739_UNSTIM_VS_ACD3_ACD28_STIM_WT_CD4_TCELL_UP	47	17	9	4
GSE24972_WT_VS_IRF8_KO_MARGINAL_ZONE_SPLEEN_BCELL_UP	27	7	2	2
GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP	47	8	4	3
GSE32034_LY6C_HIGH_VS_LOW_MONOCYTE_UP	52	16	8	4
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	42	12	6	2
GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_UP	51	12	5	2
ROSS_AML_WITH_PML_RARA_FUSION	35	9	3	2
GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_DN	32	9	4	2
GSE45365_NK_CELL_VS_CD11B_DC_DN	42	11	5	2
GSE17721_PAM3CSK4_VS_CPG_2H_BMDC_UP	52	12	6	5
WU_APOPTOSIS_BY_CDKN1A_NOT_VIA_TP53	7	5	2	0
GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP	49	16	9	3
GSE42021_TREG_PLN_VS_CD24LO_TREG_THYMUS_UP	43	9	3	2
BENPORATH_ES_CORE_NINE	27	7	3	2
GSE19401_RETINOIC_ACID_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP	48	15	9	5
GSE7459_UNTREATED_VS_IL6_TREATED_ACT_CD4_TCELL_DN	36	12	5	3
GSE22886_NAIVE_CD8_TCELL_VS_MEMORY_TCELL_DN	50	20	9	4
GSE37416_0H_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_UP	41	10	4	3
GSE26343_UNSTIM_VS_LPS_STIM_NFAT5_KO_MACROPHAGE_DN	34	11	5	3
FUNG_IL2_SIGNALING_1	26	5	2	2
SASAKI_TARGETS_OF_TP73_AND_TP63	6	5	2	1
GSE36891_UNSTIM_VS_POLYIC_TLR3_STIM_PERITONEAL_MACROPHAGE_DN	34	10	4	2
GSE43863_TH1_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_UP	56	16	8	3
GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_IL23A_TREATED_CD4_TCELL_UP	34	10	5	4
WELCSH_BRCA1_TARGETS_DN	34	8	4	2
GSE40443_INDUCED_VS_TOTAL_TREG_DN	46	17	8	3
GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_DN	31	13	7	4
AR_02	40	9	5	3
SCHOEN_NFKB_SIGNALING	30	9	3	3
LANDIS_ERBB2_BREAST_TUMORS_65_DN	19	7	3	3
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	32	7	3	2
PAX8_01	40	9	5	3
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	31	7	6	3
GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	41	11	6	4
GSE4535_BM_DERIVED_DC_VS_FOLLICULAR_DC_DN	50	18	9	2
KAECH_NAIVE_VS_MEMORY_CD8_TCELL_DN	43	13	6	3
GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_UP	40	15	7	3
TTCNRGNNNNTTC_HSF_Q6	29	11	5	2
GSE3720_UNSTIM_VS_LPS_STIM_VD2_GAMMADELTA_TCELL_UP	31	10	6	3
GSE13522_CTRL_VS_T_CRUZI_BRAZIL_STRAIN_INF_SKIN_UP	40	11	5	2
GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_DN	31	9	4	2
GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY3_UP	32	8	4	2
GSE17580_TREG_VS_TEFF_S_MANSONI_INF_DN	46	17	9	3
GSE17721_CTRL_VS_LPS_2H_BMDC_DN	34	11	3	2
GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_DN	39	10	4	3
GSE7568_CTRL_VS_24H_TGFB_TREATED_MACROPHAGES_WITH_IL4_AND_DEXAMETHASONE_DN	39	12	4	2
KRAS.600_UP.V1_DN	40	14	6	3
GSE41978_ID2_KO_AND_BIM_KO_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN	45	14	5	2
GSE27786_LSK_VS_NKTCELL_DN	42	13	5	2
GSE22443_NAIVE_VS_ACT_AND_IL2_TREATED_CD8_TCELL_DN	38	12	6	2
GSE22025_TGFB1_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN	46	15	5	2
GSE22229_RENAL_TRANSPLANT_IMMUNOSUPP_THERAPY_VS_HEALTHY_PBMC_UP	36	9	4	3
GSE9650_NAIVE_VS_MEMORY_CD8_TCELL_DN	44	12	7	3
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN	39	11	5	3
GSE33162_HDAC3_KO_VS_HDAC3_KO_4H_LPS_STIM_MACROPHAGE_DN	47	15	7	3
chr5q33	7	7	1	0
LIN_MELANOMA_COPY_NUMBER_DN	25	8	2	2
SIMBULAN_UV_RESPONSE_NORMAL_DN	28	8	4	2
REACTOME_TRNA_AMINOACYLATION	27	5	3	1
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	50	13	6	3
QI_HYPOXIA	34	9	4	2
GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_DN	49	16	8	3
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_UP	47	13	5	2
GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_UP	52	15	5	3
GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_UP	50	16	8	3
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_DN	35	11	6	4
BRUINS_UVC_RESPONSE_MIDDLE	32	6	3	2
GSE12198_NK_VS_NK_ACT_EXPANSION_SYSTEM_DERIVED_NK_CELL_DN	40	12	8	4
CAIRO_LIVER_DEVELOPMENT_DN	53	18	10	7
GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_DN	51	17	8	5
GSE17721_CTRL_VS_POLYIC_24H_BMDC_DN	34	12	6	2
GSE40274_FOXP3_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	45	17	5	4
GSE29949_CD8_NEG_DC_SPLEEN_VS_DC_BRAIN_DN	30	11	5	2
GSE36078_UNTREATED_VS_AD5_INF_IL1R_KO_MOUSE_LUNG_DC_UP	45	11	4	2
SIG_CHEMOTAXIS	19	9	4	1
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_UP	46	12	5	2
GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP	48	14	7	3
COUP_DR1_Q6	54	17	11	3
WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_DN	19	5	2	2
LIU_IL13_PRIMING_MODEL	29	8	4	2
MCBRYAN_TERMINAL_END_BUD_UP	8	5	1	0
STEGMEIER_PREMITOTIC_CELL_CYCLE_REGULATORS	20	5	2	2
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_UP	37	14	8	3
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_UP	41	16	6	4
GSE9650_NAIVE_VS_MEMORY_CD8_TCELL_UP	55	15	8	4
GSE22886_NAIVE_TCELL_VS_NKCELL_DN	53	18	7	4
GSE40273_XBP1_KO_VS_WT_TREG_UP	39	12	4	3
GSE37534_GW1929_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_UP	27	10	2	2
GSE4590_PRE_BCELL_VS_VPREB_POS_LARGE_PRE_BCELL_DN	37	10	5	2
PTEN_DN.V2_UP	29	14	4	2
PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN	38	10	6	3
APPIERTO_RESPONSE_TO_FENRETINIDE_DN	23	7	3	2
RASHI_RESPONSE_TO_IONIZING_RADIATION_1	28	7	2	2
GSE27670_CTRL_VS_BLIMP1_TRANSDUCED_GC_BCELL_DN	46	12	6	4
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	34	6	4	2
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	35	9	4	2
GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_UP	54	18	8	4
JIANG_AGING_HYPOTHALAMUS_UP	7	5	1	0
MEDINA_SMARCA4_TARGETS	30	6	2	2
CUI_TCF21_TARGETS_UP	24	6	3	2
GSE22229_UNTREATED_VS_IMMUNOSUPP_THERAPY_RENAL_TRANSPLANT_PATIENT_PBMC_DN	35	10	5	2
GGAANCGGAANY_UNKNOWN	15	6	3	2
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	40	12	6	4
DARWICHE_PAPILLOMA_RISK_LOW_UP	36	12	6	3
GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_DN	52	17	7	5
NRL_DN.V1_UP	44	10	4	2
VANOEVELEN_MYOGENESIS_SIN3A_TARGETS	39	9	3	2
GSE6674_UNSTIM_VS_CPG_STIM_BCELL_DN	35	11	6	3
REACTOME_L1CAM_INTERACTIONS	40	11	3	2
PID_RAC1_REG_PATHWAY	20	9	4	3
PARK_HSC_MARKERS	34	8	3	2
WANG_BARRETTS_ESOPHAGUS_UP	22	5	2	2
HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_UP	21	7	3	2
GSE21546_SAP1A_KO_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN	45	13	5	3
GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP	55	19	9	3
GSE37301_MULTIPOTENT_PROGENITOR_VS_LYMPHOID_PRIMED_MPP_UP	32	9	4	3
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_DN	47	21	11	5
CHEOK_RESPONSE_TO_MERCAPTOPURINE_UP	27	6	3	2
GHANDHI_BYSTANDER_IRRADIATION_DN	17	10	3	3
GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	49	15	7	4
RIZ_ERYTHROID_DIFFERENTIATION_HBZ	14	7	3	2
CHANGOLKAR_H2AFY_TARGETS_UP	17	8	3	1
ZHAN_MULTIPLE_MYELOMA_HP_UP	17	9	5	2
JIANG_TIP30_TARGETS_UP	13	7	2	0
GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_BCELL_UP	34	7	3	2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_11	44	9	4	2
MCLACHLAN_DENTAL_CARIES_DN	34	11	4	2
chr20q13	31	11	5	3
GSE9946_IMMATURE_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_DN	36	13	8	2
GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_180MIN_UP	31	9	4	2
SWEET_KRAS_TARGETS_UP	26	8	4	2
HUMMEL_BURKITTS_LYMPHOMA_UP	25	7	3	0
PID_ECADHERIN_STABILIZATION_PATHWAY	43	9	3	2
REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21	33	7	6	3
HUPER_BREAST_BASAL_VS_LUMINAL_UP	15	8	3	1
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_0.5H_ACT_CD4_TCELL_DN	32	11	4	2
GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_DN	54	18	7	4
